Version,3.0.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
frathreatTarget,fra,threatTarget,Menace pour la santé publique visée par l'intervention,L'agent pathogène ou le variant pour lequel la désignation ou la mesure est prise.,Peuplé par un type de partie « mesure ».,3.0.0,3.0.0,added in V3.0.0,
frathruPLEX,fra,thruPLEX,Kit ThruPLEX DNA-seq,Kit ThruPLEX DNA-seq de Takara Bio. Kit de préparation de bibliothèques à faible rendement avec un protocole rapide en trois étapes.,NA,3.0.0,3.0.0,added in V3.0.0,
fratHub,fra,tHub,Centre de transport - Général,"Pôle de transport non spécifié autrement, c'est-à-dire un lieu où les passagers et les marchandises sont transférés d'un véhicule à un autre et/ou d'un mode de transport à un autre.",NA,3.0.0,3.0.0,added in V3.0.0,
fratimeClass,fra,timeClass,Classe temporelle,Measures and methods relating to time.,NA,2.0.0,3.0.0,"partID changed from ""time"" to ""timeClass""",
fratimePr,fra,timePr,Echantillon proportionnel au temps,"Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0.0,2.0.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,
fratimeStand,fra,timeStand,Standardisation temporelle,Ce traitement de données standardise la valeur de mesure en fonction du temps.,NA,3.0.0,3.0.0,added in V3.0.0,
fratimeUnitSet,fra,timeUnitSet,Ensemble d'unités temporelles,L'ensemble des unités de mesure du temps.,NA,2.0.0,2.0.0,added in V2.0.0,
fratkn,fra,tkn,Azote total Kjeldahl,"Mesure de l'azote total de Kjeldahl, c'est-à-dire la somme de l'azote lié aux substances organiques, de l'azote sous forme d'ammoniac (NH3-N) et d'ammonium (NH4+-N) dans l'analyse chimique du sol, de l'eau ou des eaux usées.",NA,2.0.0,2.0.0,added in V2.0.0,
fratld,fra,tld,Domaine de premier niveau du pays,"Domaine de premier niveau de l'internet généralement utilisé ou réservé pour un pays, un État souverain ou un territoire dépendant identifié par un code de pays.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
fratn,fra,tn,Azote total,"Azote total, exprimé en N",NA,1.0.0,2.0.0,"description wording, structure",
fratophat,fra,tophat,TopHat,"TopHat. Un mappeur de lectures polyvalent. Un ancien aligneur RNA-seq, prenant en compte l'épissage. Remplacé par HISAT2 dans la plupart des flux de travail. Idéal pour : les études RNA-seq historiques.",NA,3.0.0,3.0.0,added in V3.0.0,
fratotal,fra,total,Montant total ou décompte - la somme,"Le nombre total ou le décompte final des cas, ou toute autre mesure définie.",Agrégation pour une mesure de la population ou de la maladie afin d'expliquer les effets cliniques au niveau de la population.,2.2.0,2.2.0,added in V2.2.0,
fratp24s,fra,tp24s,Echantillon 24 heures proportionnel au temps,"Un échantillon composite proportionnel au temps prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0.0,2.0.0,depreciated,
fratPallidum,fra,tPallidum,Treponema pallidum,Treponema pallidum,NA,2.2.0,2.2.0,added in V2.2.0,
fratr,fra,tr,Raccourci du tableau de référence de traduction,"Nom abrégé utilisé pour faire référence au tableau de référence pour les traductions de la description, de l'étiquette et des instructions pour toutes les parties.",table,2.2.2,2.2.2,added in V 2.2.2,
fratradSero,fra,tradSero,Méthodes traditionnelles de sérotypage,Méthodes traditionnelles de sérotypage utilisées pour le sérotypage.,NA,3.0.0,3.0.0,added in V3.0.0,
fratrain,fra,train,Train,Série de wagons déplacés comme un tout par une locomotive ou par des moteurs intégrés.,NA,2.2.3,2.2.3,added in v2.2.3,
fratranslationID,fra,translationID,ID synthétique pour la table translations,Un identifiant unique et auto-incrémentiel généré pour produire un identifiant unique et une clé primaire pour chaque ligne de la table translations.,NA,2.2.0,2.2.0,added in V2.2.0,
fratranslations,fra,translations,Table de recherche de traduction,"Table de recherche pour la traduction de la description, de l'étiquette et de l'instruction pour toutes les parties.",La langue par défaut si une traduction n'est pas spécifiée est l'anglais.,2.0.0,2.0.0,added in V2.0.0,
fratranslationsOrder,fra,translationsOrder,L’ordre des colonnes de la table de traduction,Indique l’ordre des colonnes dans une table de traduction.,NA,2.0.0,2.0.0,added in V2.0.0,
fratranslationsRequired,fra,translationsRequired,En-têtes obligatoires du tableau de traduction,En-têtes obligatoires dans le table des traductions.,NA,2.0.0,2.0.0,added in V2.0.0,
fratransp,fra,transp,Véhicule de transport - général,"Un véhicule, c'est-à-dire une machine mobile, transportant des personnes ou des marchandises, d'un type non spécifié.",NA,3.0.0,3.0.0,added in V3.0.0,
fratrap,fra,trap,Échantillonnage passif (piège),Un échantillonneur composite qui collecte passivement un échantillon sans utiliser d'électricité ni de batterie.,NA,3.0.0,3.0.0,added in V3.0.0,
fratravBa,fra,travBa,Interdiction de voyager,Une restriction interdisant les déplacements vers ou depuis des lieux spécifiques.,NA,3.0.0,3.0.0,added in V3.0.0,
fratravelSurv,fra,travelSurv,Surveillance des centres de transport - général,Stratégie de surveillance dans laquelle les eaux usées produites dans les centres de transport ou les véhicules de transport sont surveillées.,NA,3.0.0,3.0.0,added in V3.0.0,
fratravWa,fra,travWa,Avertissement aux voyageurs,Un avis déconseillant les voyages vers certaines zones en raison de risques sanitaires.,NA,3.0.0,3.0.0,added in V3.0.0,
fratreat,fra,treat,Traité,Qualité qui désigne l'état altéré d'un élément résultant d'interventions ou de processus intentionnels.,NA,3.0.0,3.0.0,added in V3.0.0,
fratreatmentID,fra,treatmentID,ID du traitement,"Un identifiant unique pour un calcul/traitement de données unique, un identifiant de traitement de données unique.","Peut être regroupé en pipeline, qui sont ensuite liés à une mesure. Ceci se fait en ayant tous les traitements apparentés partageant le même ID de pipeline, et en spécifiant l'ordre des traitements dans le pipeline en utilisant le champ ordre.",3.0.0,3.0.0,added in V3.0.0,
fratreeTime,fra,treeTime,Logiciel TreeTime,"Un outil logiciel d'analyse de lignées ou de clades pour l'analyse phylodynamique, souvent utilisé pour la datation par horloge moléculaire et l'attribution de clades.",NA,3.0.0,3.0.0,added in V3.0.0,
fratreponemaGrp,fra,treponemaGrp,Groupe Tréponème,Un groupe de mesures/méthodes relatives aux bactéries tréponèmes.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fratrichomonasGrp,fra,trichomonasGrp,Groupe Trichomonas,Un groupe de mesures/méthodes relatives à la bactérie trichomonas.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fratrimGalore,fra,trimGalore,TrimGalore!,Un outil de pipeline de contrôle qualité pour les données de séquençage qui intègre Cutadapt et FastQC afin d'évaluer la qualité des séquences et de supprimer les adaptateurs en une seule étape.,NA,3.0.0,3.0.0,added in V3.0.0,
fratrimmomatic,fra,trimmomatic,Trimmomatic,Une application de traitement des données de séquençage qui supprime les adaptateurs et les bases de mauvaise qualité des lectures de séquençage Illumina.,NA,3.0.0,3.0.0,added in V3.0.0,
fratrinity,fra,trinity,Trinity,"Un logiciel de séquençage qui est un assembleur conçu spécifiquement pour les données RNA-seq, créant des assemblages de transcriptome.",NA,3.0.0,3.0.0,added in V3.0.0,
fratrisEDTA,fra,trisEDTA,Tampon TE (Tris-EDTA),Solution tampon/milieu qui préserve la stabilité de l'ADN dans les échantillons environnementaux.,NA,3.0.0,3.0.0,added in V3.0.0,
fratriturator,fra,triturator,Broyeur pour eaux usées,L'endroit où les véhicules de transport des eaux usées déchargent les eaux usées.,NA,2.2.3,2.2.3,added in v 2.2.3,
fratrizol,fra,trizol,"Trizol, billes magnétiques zymo avec nettoyeur et concentrateur zymo","Extraction d'acides nucléiques réalisée à l'aide de la méthode trizol, billes zymo mag w/ zymo clean and concentrator.",NA,2.0.0,2.0.0,added in V2.0.0,
fratrizolEtOH,fra,trizolEtOH,"trizol, battage de billes de grenat, précipitation à l'alcool","trizol, battage de billes de grenat, précipitation à l'alcool",NA,2.2.0,2.2.0,added in V2.2.0,
fratrizolRNA,fra,trizolRNA,trizol et kit de purification de l'ARN,trizol et kit de purification de l'ARN,NA,2.2.0,2.2.0,added in V2.2.0,
fratrStat,fra,trStat,Gare ferroviaire,Endroit sur une ligne de chemin de fer où les trains s'arrêtent régulièrement pour permettre aux passagers de monter ou de descendre.,NA,2.2.3,2.2.3,added in v2.2.3,
fratruSeqDNA,fra,truSeqDNA,Kit de préparation de bibliothèque d'ADN sans PCR TruSeq,"Kit TruSeq DNA PCR-Free Library Prep d'Illumina. Kit de préparation de bibliothèques de haute qualité sans amplification par PCR, réduisant les biais.",NA,3.0.0,3.0.0,added in V3.0.0,
frats,fra,ts,Solides Totaux,Solides totaux,NA,1.0.0,2.0.0,"description wording, structure",
fratsb,fra,tsb,Bouillon tryptique soja (TSB),"Bouillon tryptique soja (TSB) - Milieu riche en nutriments favorisant la survie des bactéries, parfois utilisé pour le stockage à court terme.",NA,3.0.0,3.0.0,added in V3.0.0,
fratss,fra,tss,Matières en Suspension,Matiéres en suspension,NA,1.0.0,2.0.0,"description wording, structure",
fratssConc,fra,tssConc,Concentration des matières en suspension,Matiéres en suspension,NA,1.0.0,2.0.0,"description wording, structure",
fratuberculosisGrp,fra,tuberculosisGrp,Groupe Tuberculose,Un groupe de mesures/méthodes relatives à la tuberculose.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fratularemiaGrp,fra,tularemiaGrp,Groupe Francisella tularensis (tularémie),Un groupe de mesures/méthodes relatives à Francisella tularensis.,Utilisé pour décrire les informations sur l'organisme pour les mesures générales.,2.2.0,2.2.0,added in V2.2.0,
fraturb,fra,turb,Tubidité,"Mesure de la turbidité de l'eau ou d'un échantillon liquide, quantifiant la clarté ou l'opacité relative d'un liquide. Très révélateur de la qualité de l'eau.",NA,1.0.0,2.0.0,github issue #122,
fraturbidity,fra,turbidity,Classe de turbidité,Measures and methods relating to water and wastewater turbidity.,NA,2.0.0,2.0.0,added in V2.0.0,
fraturbidityUnitSet,fra,turbidityUnitSet,Ensemble d'unités de turbidité,Ensemble d'unités pour les mesures de turbidité.,NA,2.0.0,2.0.0,added in V2.0.0,
fratVaginalis,fra,tVaginalis,Trichomonas vaginalis,Trichomonas vaginalis,NA,2.2.0,2.2.0,added in V2.2.0,
fratWeighE,fra,tWeighE,Poids du tube plein,Le poids du tube utilisé pour l'analyse lorsqu'il est vide.,NA,2.0.0,2.0.0,added in V2.0.0,
fratWeighF,fra,tWeighF,Poids du tube vide,Le poids du tube utilisé pour l'analyse lorsqu'il est plein d'analyte.,NA,2.0.0,2.0.0,added in V2.0.0,
fratyOtDep,fra,tyOtDep,Type autre,Description d'un autre type d'échantillon non répertorié.,NA,1.0.0,2.0.0,depreciated,
fratyOtDep2,fra,tyOtDep2,Autre type,Description du site d'échantillonnage dans le cas oé un type adéquat n'est pas disponible.,NA,1.0.0,2.0.0,depreciated,
frauCampus,fra,uCampus,Campus universitaire,Campus universitaire.,NA,1.1.0,2.0.0,added in version 1.1,
frauGene,fra,uGene,Ugene,Logiciel de séquençage qui offre des fonctionnalités d'alignement et de génération de séquences consensuelles.,NA,3.0.0,3.0.0,added in V3.0.0,
fraugG,fra,ugG,Microgrammes par gramme,Microgrammes par gramme,NA,2.2.0,2.2.0,added in V2.2.0,
fraugL,fra,ugL,Microgrammes par litre,Microgrammes par litre,NA,2.2.0,2.2.0,added in V2.2.0,
fraugmg,fra,ugmg,Microgrammes par milligramme,Unité de concentration de microgrammes par milligramme.,NA,2.2.0,2.2.0,added in V2.2.0,
frauL,fra,uL,Micro-litres,L'unité de microlitres.,NA,2.2.0,2.2.0,added in V2.2.0,
fraultraCentInst,fra,ultraCentInst,Ultracentrifugeuses,Des instruments ultracentrifugeuses ; utilisés pour la séparation fine des particules.,Les centrifugeuses standard sont une option de type d'instrument séparée.,3.0.0,3.0.0,added in V3.0.0,
fraumhocm,fra,umhocm,Micromho par centimètre,Micromho par centimètre (μmho/cm),NA,3.0.0,3.0.0,added in V3.0.0,
fraumiTag,fra,umiTag,Marquage par identifiant moléculaire unique (UMI),"Méthode de déduplication qui ajoute des balises uniques à des fragments d'ADN individuels, permettant l'identification et la suppression des lectures en double.",NA,3.0.0,3.0.0,added in V3.0.0,
fraumiTools,fra,umiTools,UMI-tools,"Une méthode de déduplication dédiée à la déduplication des lectures à l'aide d'identifiants moléculaires uniques, particulièrement efficace dans les workflows RNA-seq et single-cell.",NA,3.0.0,3.0.0,added in V3.0.0,
fraundisc,fra,undisc,Non disséminé,"Une valeur a été enregistrée, cependant elle n'a pas été incluse dans l'ensemble de données.",Indicateur de valeur manquante pour les données qui n'ont pas été partagées ou divulguées à des parties extérieures.,1.0.0,2.0.0,added in V2.0.0,
fraunicycler,fra,unicycler,Unicycler,"Un logiciel de séquençage qui est un assembleur hybride pour les génomes bactériens, combinant des lectures courtes et longues.",NA,3.0.0,3.0.0,added in V3.0.0,
fraunique,fra,unique,Échantillon unique,"Un échantillon unique, non dupliqué.",NA,2.0.0,2.0.0,"added in V2.0.0, GitHub issue #94",
fraunit,fra,unit,Unité,Identifiant unique pour les unités d'une mesure,Différentes unités qui sont utilisées pour décrire les valeurs de mesure. Les unités sont combinées en UnitSetIDs. Veuillez demander de nouvelles unités en créant un problème dans le référentiel ODM sur GitHub.,1.0.0,2.0.0,added in V2.0.0,
fraunitInput,fra,unitInput,Entrée de l'unité (tableau large),Le partID de l'unité utilisée dans un nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
fraunitless,fra,unitless,Mesure sans unité,"Une unité pour les mesures sans unité, comme le pH.",NA,2.0.0,2.0.0,added in V2.0.0,
fraunitlessUnitSet,fra,unitlessUnitSet,Ensemble d'unités sans unité,Ensemble d'unités pour les mesures qui n'ont pas d'unités.,NA,2.0.0,2.0.0,added in V2.0.0,
fraunitName,fra,unitName,Nom de l'unité (tableau large),L'unité référencée pour le nom large.,NA,2.2.0,2.2.0,added in V2.2.0,
fraunits,fra,units,Unités,L'unité de la mesure.,"Chaque mesure doit avoir une unité. En d'autres termes, les ""unités"" sont un champ obligatoire chaque fois qu'une mesure est enregistrée.",2.0.0,2.0.0,added in V2.0.0,
fraunitSet,fra,unitSet,Ensemble d'unités,Identification d'un ensemble d'unités pouvant être utilisées pour une mesure ou une méthode.,NA,2.0.0,2.0.0,added in V2.0.0,
fraunitSets,fra,unitSets,Ensembles d'unités,"Ensembles d'unités. Contiens les unités qui sont associées aux types de parties telles que les mesures.
"," Les ensembles sont des listes de valeurs d'entrée. Chaque valeur d'entrée dans un ensemble est une partie (a un partID) qui peut être réutilisée entre les ensembles. Par exemple, un ensemble A peut contenir les valeurs ""oui"" et ""non"", et un ensemble B peut contenir les valeurs ""oui"", ""non"" et ""peut-être"". Les types de partie avec des ensembles comprennent les agrégations, les compartiments, les manques, les indicateurs de qualité, les spécimens et les unités. Les mesures avec catégories et types de données ont leurs propres ensembles de catégories spécifiques (catSetID) car leurs valeurs d'entrée sont uniques et ne sont pas réutilisées.",2.0.0,2.0.0,added in V2.0.0,
